0
$8.1 million[3]
English
English
English
English




$33.5 million[1]
$33.5 million[1]
English
English
Norwegian
Norwegian
French
French
List of Gilmore Girls episodes
Japanese
"


English


"
"


English


"
$4.2 million[3]
"$1,938[1]"
"$1,100,000 (estimated)"
"$1,100,000 (estimated)"
Mari
"$214,464[1]"
English
English
English
English
"


2012 (2012)






"
"


2012 (2012)






"
"$23,019[1]"
English
English
"$18,464[1]"
Japanese
Japanese
Japanese
Japanese
English
$6.7 million[1]
"$20,746[1][2]"
French
French
English
English
English
English
English
English
English
English
English
English
English
English
English
English
English
English
English
English
English
"$700,000[2]"
Persian
Persian
Persian
Persian
Persian
Persian
Persian
Persian
"$67,537,798[2]"
English
English
English
"


Hebrew
Arabic


"
"$5,000,000 (estimated)"
"$5,000,000 (estimated)"
"$5,000,000 (estimated)"
$5.5 million[1]
$5.5 million[1]
$5.5 million[1]
$5.5 million[1]
$5.5 million[1]
$5.5 million[1]
English
US$ 7 million[1]
US$ 7 million[1]
US$ 7 million[1]
US$ 7 million[1]
Japanese
Japanese
Japanese
Japanese
1983 – present
1983 – present
English
English
English
English
English
English
English
Dutch
₹14 crore (US$2.1 million)[1]
English
$65 million[3]
$65 million[3]
$65 million[3]
$65 million[3]
English
English
English
"£150,000 (estimated)[2]"
"£150,000 (estimated)[2]"
"£150,000 (estimated)[2]"
"£150,000 (estimated)[2]"
United States
$20.8 million[1]
English
€45 million ($60.8 million)[5]
€45 million ($60.8 million)[5]
"$2,924,251(Spain)"
"$2,924,251(Spain)"
Tamil
Tamil
Tamil
Tamil
Tamil
Tamil
Tamil
Tamil
Tamil
English
US$ 5 million
English
English
English
English
English
Spanish
Spanish
Spanish
Spanish
21 September 1990
Comedy
English & Spanish
English & Spanish
English
English
English
€1.5 million[1]
€1.5 million[1]
€1.5 million[1]
6 October – 17 December 2006
6 October – 17 December 2006
"$1,000,000"
"$1,000,000"
"$1,000,000"
"$1,000,000"
"$1,000,000"
"$1,000,000"
"$1,000,000"
